,sequence,start,end
7762,P0C6X8,1424,1557
7763,P0C6X8,2009,2160
7764,P0C6X8,2173,2711
7765,P0C6X8,2730,3062
7766,P0C6X8,3103,3182
7767,P0C6X8,3580,3864
7768,P0C6X9,356,567
7769,P0C6X9,633,830
7770,P0C6X9,1519,1610
7771,P0C6X9,2062,2214
7772,P0C6X9,2225,2765
7773,P0C6X9,2784,3116
7774,P0C6X9,3157,3236
7775,P0C6X9,3634,3916
7776,P0C6Y0,356,567
7777,P0C6Y0,636,849
7778,P0C6Y0,1518,1609
7779,P0C6Y0,2088,2217
7780,P0C6Y0,2228,3119
7781,P0C6Y0,3160,3243
7782,P0C6Y0,3638,3922
7783,P0C6Y1,372,742
7784,P0C6Y1,816,994
7785,P0C6Y1,1483,2563
7786,P0C6Y1,2580,2682
7787,P0C6Y1,3084,3374
7788,P0C6Y2,372,742
7789,P0C6Y2,816,994
7790,P0C6Y2,1483,2563
7791,P0C6Y2,2580,2682
7792,P0C6Y2,3084,3374
7793,P0C6Y3,372,742
7794,P0C6Y3,816,920
7795,P0C6Y3,1478,1719
7796,P0C6Y3,1742,2684
7797,P0C6Y3,3086,3376
7798,P0C6Y4,37,281
7799,P0C6Y4,296,1069
7800,P0C6Y4,1933,2177
7801,P0C6Y4,2359,2536
7802,P0C6Y4,2549,2900
7803,P0C6Y4,3352,3575
7804,P0C6Y4,5112,5292
7805,P0C6Y5,147,444
7806,P0C6Y5,690,930
7807,P0C6Y5,1850,2032
7808,P0C6Y5,2047,2399
7809,P0C6Y5,2411,2543
7810,P0C6Y5,2553,2781
7811,P0C6Y5,3178,3470
7812,P0C6Y5,4362,4452
7813,P0C727,848,924
7814,P0C728,848,924
7815,P0C734,1,147
7816,P0C740,1,88
7817,P0C742,108,196
7818,P0C742,213,420
7819,P0C748,1,118
7820,P0C748,131,211
7821,P0C752,271,354
7822,P0C765,59,181
7823,P0C766,59,179
7824,P0C776,88,237
7825,P0C778,1,84
7826,P0C790,1,80
7827,P0C7L7,83,216
7828,P0C7L7,241,354
7829,P0C7L7,384,664
7830,P0C7M3,1,94
7831,P0C7P2,1,107
7832,P0C7Q2,1,107
7833,P0C7R1,1,129
7834,P0C7T7,1,82
7835,P0C7T7,288,363
7836,P0C7U9,1,129
7837,P0C7U9,148,286
7838,P0C7V0,190,271
7839,P0C7V8,1,105
7840,P0C7W5,1,173
7841,P0C845,1,82
7842,P0C846,1,82
7843,P0C847,1,82
7844,P0C848,1,81
7845,P0C850,1,82
7846,P0C854,25,216
7847,P0C864,1,110
7848,P0C894,51,140
7849,P0C896,1,128
7850,P0C8A4,1,80
7851,P0C8F1,17,98
7852,P0C8G6,333,565
7853,P0C8G7,102,178
7854,P0C8L8,1,78
7855,P0C8L8,164,602
7856,P0C8L8,682,782
7857,P0C8L9,13,106
7858,P0C8Q3,52,145
7859,P0C8R0,1,105
7860,P0C8W0,17,98
7861,P0C8Z6,1,83
7862,P0C945,117,381
7863,P0C968,13,99
7864,P0C970,13,99
7865,P0C971,955,1069
7866,P0C972,955,1069
7867,P0C973,955,1063
7868,P0C974,980,1064
7869,P0C990,1,90
7870,P0C991,1,82
7871,P0C993,1,81
7872,P0C993,426,597
7873,P0C994,1,81
7874,P0C994,426,597
7875,P0C995,1,82
7876,P0C995,426,597
7877,P0C996,1,96
7878,P0C997,1,92
7879,P0C998,1,90
7880,P0C9A2,694,846
7881,P0C9A3,694,846
7882,P0C9A5,1,92
7883,P0C9A5,674,1133
7884,P0C9A6,1,92
7885,P0C9A6,674,1133
7886,P0C9A7,1,92
7887,P0C9A7,675,1134
7888,P0C9A8,1,206
7889,P0C9A9,1,206
7890,P0C9B0,1,206
7891,P0C9B1,1,81
7892,P0C9B1,93,187
7893,P0C9B1,596,706
7894,P0C9B2,1,81
7895,P0C9B2,93,187
7896,P0C9B2,596,706
7897,P0C9B3,542,706
7898,P0C9C9,266,371
7899,P0C9D2,46,329
7900,P0C9D2,338,475
7901,P0C9D3,46,329
7902,P0C9D3,338,475
7903,P0C9D4,46,329
7904,P0C9D4,338,475
7905,P0C9D5,46,329
7906,P0C9D5,338,475
7907,P0C9E6,1,80
7908,P0C9E6,177,260
7909,P0C9E7,186,260
7910,P0C9E8,1,80
7911,P0C9E8,177,260
7912,P0C9F0,29,122
7913,P0C9F3,52,141
7914,P0C9F4,1,141
7915,P0C9F5,52,141
7916,P0C9F6,52,141
7917,P0C9F7,1,146
7918,P0C9F8,57,146
7919,P0C9F9,57,147
7920,P0C9G0,1,146
7921,P0C9J3,108,184
7922,P0C9J7,1,130
7923,P0C9K4,1,133
7924,P0C9K4,146,268
7925,P0C9K5,1,268
7926,P0C9K6,1,268
7927,P0C9K7,1,133
7928,P0C9K7,146,268
7929,P0C9K8,77,160
7930,P0C9K9,77,160
7931,P0C9L0,79,160
7932,P0C9L1,77,160
7933,P0C9L3,1,104
7934,P0C9L6,1,97
7935,P0C9L6,115,331
7936,P0C9L8,1,97
7937,P0C9L9,1,106
7938,P0C9M0,17,97
7939,P0C9M1,1,97
7940,P0C9M2,1,98
7941,P0C9M4,1,97
7942,P0C9M5,1,96
7943,P0C9M6,17,97
7944,P0C9M7,1,96
7945,P0C9M8,1,101
7946,P0C9M8,275,386
7947,P0C9M9,1,102
7948,P0C9N0,1,101
7949,P0C9N1,1,101
7950,P0C9N2,1,101
7951,P0C9N3,1,101
7952,P0C9N4,1,101
7953,P0C9N5,1,101
7954,P0C9N6,1,95
7955,P0C9N7,1,94
7956,P0C9N8,1,99
7957,P0C9N9,1,95
7958,P0C9P0,1,93
7959,P0C9P1,1,94
7960,P0C9P2,1,93
7961,P0C9P6,1,95
7962,P0C9P8,1,95
7963,P0C9P9,1,93
7964,P0C9Q0,1,93
7965,P0C9Q1,1,93
7966,P0C9Q2,1,97
7967,P0C9Q3,1,98
7968,P0C9Q4,1,97
7969,P0C9Q5,1,99
7970,P0C9Q6,1,101
7971,P0C9Q7,1,99
7972,P0C9Q8,46,276
7973,P0C9Q9,46,269
7974,P0C9R0,46,276
7975,P0C9R2,1,102
7976,P0C9R3,1,102
7977,P0C9R4,1,102
7978,P0C9R5,1,102
7979,P0C9R7,1,98
7980,P0C9R8,1,102
7981,P0C9R9,1,97
7982,P0C9S0,1,102
7983,P0C9S1,1,98
7984,P0C9S2,1,98
7985,P0C9S4,1,88
7986,P0C9S4,320,403
7987,P0C9S4,415,530
7988,P0C9S5,1,88
7989,P0C9S5,325,531
7990,P0C9S6,1,88
7991,P0C9S6,325,531
7992,P0C9S7,1,86
7993,P0C9S7,336,526
7994,P0C9S8,1,95
7995,P0C9S8,302,517
7996,P0C9S9,1,95
7997,P0C9S9,303,517
7998,P0C9T0,1,88
7999,P0C9T1,1,88
8000,P0C9T2,351,506
8001,P0C9T3,1,86
8002,P0C9T3,316,506
8003,P0C9T4,1,86
8004,P0C9T4,340,501
8005,P0C9T5,1,86
8006,P0C9T5,340,435
8007,P0C9T6,1,86
8008,P0C9T6,347,502
8009,P0C9T7,1,86
8010,P0C9T7,347,502
8011,P0C9T8,1,86
8012,P0C9T8,315,461
8013,P0C9T9,1,86
8014,P0C9T9,315,461
8015,P0C9U0,368,518
8016,P0C9U1,1,86
8017,P0C9U1,285,525
8018,P0C9U2,1,86
8019,P0C9U2,285,528
8020,P0C9U3,365,528
8021,P0C9U4,1,86
8022,P0C9U4,285,528
8023,P0C9U5,1,86
8024,P0C9U5,285,528
8025,P0C9U6,419,508
8026,P0C9U8,1,86
8027,P0C9U8,325,506
8028,P0C9U9,1,86
8029,P0C9U9,325,506
8030,P0C9V0,1,86
8031,P0C9V0,346,541
8032,P0C9V1,1,86
8033,P0C9V1,346,543
8034,P0C9V2,1,86
8035,P0C9V2,347,543
8036,P0C9V3,1,85
8037,P0C9V3,287,542
8038,P0C9V4,1,85
8039,P0C9V4,287,542
8040,P0C9V5,1,85
8041,P0C9V5,279,542
8042,P0C9V6,13,111
8043,P0C9V7,13,126
8044,P0C9W0,45,174
8045,P0C9W1,41,170
8046,P0C9W2,45,177
8047,P0C9W3,45,177
8048,P0C9W6,52,177
8049,P0C9W7,43,170
8050,P0C9W8,51,176
8051,P0C9W9,43,170
8052,P0C9X0,57,184
8053,P0C9X1,1,270
8054,P0C9X1,383,520
8055,P0C9X1,870,944
8056,P0C9X2,1,270
8057,P0C9X2,383,520
8058,P0C9X2,870,944
8059,P0C9X3,1,270
8060,P0C9X3,383,520
8061,P0C9X3,870,944
8062,P0C9Y7,1,103
8063,P0C9Z1,1,82
8064,P0C9Z1,101,193
8065,P0C9Z2,1,90
8066,P0C9Z2,103,200
8067,P0C9Z3,1,82
8068,P0C9Z3,95,186
8069,P0C9Z4,1,82
8070,P0C9Z4,95,186
8071,P0C9Z5,1,438
8072,P0C9Z6,1,438
8073,P0C9Z7,1,438
8074,P0CA01,81,222
8075,P0CA01,237,1397
8076,P0CA01,1412,1612
8077,P0CA01,1708,2419
8078,P0CA02,81,1397
8079,P0CA02,1412,1612
8080,P0CA02,1709,2419
8081,P0CA03,81,222
8082,P0CA03,237,1396
8083,P0CA03,1411,1611
8084,P0CA03,1624,2419
8085,P0CA04,81,222
8086,P0CA04,237,1397
8087,P0CA04,1412,1612
8088,P0CA04,1708,2419
8089,P0CA05,1,534
8090,P0CA06,1,530
8091,P0CA07,1,530
8092,P0CA08,1,530
8093,P0CA09,1,87
8094,P0CA09,108,284
8095,P0CA09,689,1051
8096,P0CA10,1,273
8097,P0CA10,344,468
8098,P0CA10,670,1023
8099,P0CA11,1,87
8100,P0CA11,108,284
8101,P0CA11,689,1051
8102,P0CA12,1,87
8103,P0CA12,102,278
8104,P0CA12,353,473
8105,P0CA12,675,1023
8106,P0CA13,26,110
8107,P0CA14,26,108
8108,P0CA15,26,108
8109,P0CA18,1,111
8110,P0CA22,1,105
8111,P0CA23,1,105
8112,P0CA24,1,105
8113,P0CA25,1,105
8114,P0CA27,47,123
8115,P0CA30,1,125
8116,P0CA31,1,124
8117,P0CA32,1,124
8118,P0CA33,1,125
8119,P0CA34,1,125
8120,P0CA35,1,125
8121,P0CA36,1,129
8122,P0CA37,1,129
8123,P0CA38,1,129
8124,P0CA39,1,129
8125,P0CA40,1,1340
8126,P0CA41,1,1340
8127,P0CA42,1,1340
8128,P0CA43,1,1340
8129,P0CA44,1,137
8130,P0CA45,1,137
8131,P0CA46,1,137
8132,P0CA47,1,137
8133,P0CA48,1,145
8134,P0CA49,1,145
8135,P0CA50,1,145
8136,P0CA51,1,145
8137,P0CA52,21,146
8138,P0CA53,21,146
8139,P0CA54,21,146
8140,P0CA55,1,150
8141,P0CA56,30,150
8142,P0CA57,1,151
8143,P0CA58,1,151
8144,P0CA59,17,150
8145,P0CA60,18,151
8146,P0CA61,17,150
8147,P0CA62,17,150
8148,P0CA66,1,165
8149,P0CA67,1,165
8150,P0CA68,1,165
8151,P0CA69,1,165
8152,P0CA73,1,93
8153,P0CA74,1,171
8154,P0CA75,1,171
8155,P0CA80,17,147
8156,P0CA81,42,147
8157,P0CA82,17,177
8158,P0CA83,17,177
8159,P0CA84,1,183
8160,P0CA85,1,183
8161,P0CA86,1,183
8162,P0CA87,1,167
8163,P0CA88,1,167
8164,P0CA89,1,167
8165,P0CA90,52,176
8166,P0CA91,92,221
8167,P0CA92,71,180
8168,P0CA93,72,176
8169,P0CA94,1,156
8170,P0CA95,1,158
8171,P0CA96,1,158
8172,P0CA97,1,198
8173,P0CA98,1,118
8174,P0CA99,1,194
8175,P0CAA0,1,194
8176,P0CAA1,64,226
8177,P0CAA2,64,226
8178,P0CAA3,64,226
8179,P0CAA4,1,233
8180,P0CAA5,1,233
8181,P0CAA6,1,233
8182,P0CAA7,1,236
8183,P0CAA8,1,240
8184,P0CAA9,1,236
8185,P0CAB3,1,236
8186,P0CAB3,254,580
8187,P0CAB3,597,999
8188,P0CAB3,1013,1250
8189,P0CAB4,1,242
8190,P0CAB4,255,579
8191,P0CAB4,596,970
8192,P0CAB4,983,1249
8193,P0CAB5,1,243
8194,P0CAB5,253,579
8195,P0CAB5,596,970
8196,P0CAB5,983,1249
8197,P0CAB6,1,243
8198,P0CAB6,253,579
8199,P0CAB6,596,970
8200,P0CAB6,983,1249
8201,P0CAB7,1,161
8202,P0CAB7,179,257
8203,P0CAB8,1,163
8204,P0CAB8,179,257
8205,P0CAB9,1,163
8206,P0CAB9,179,257
8207,P0CAC0,1,163
8208,P0CAC0,179,257
8209,P0CAC1,1,263
8210,P0CAC2,1,263
8211,P0CAC3,1,263
8212,P0CAC4,1,263
8213,P0CAC5,1,230
8214,P0CAC6,1,230
8215,P0CAC7,1,230
8216,P0CAD1,1,306
8217,P0CAD2,1,312
8218,P0CAD3,1,312
8219,P0CAD4,1,289
8220,P0CAD5,1,316
8221,P0CAD6,1,315
8222,P0CAD7,1,315
8223,P0CAD8,1,315
8224,P0CAD9,1,316
8225,P0CAE0,1,318
8226,P0CAE1,1,317
8227,P0CAE2,1,317
8228,P0CAE7,79,335
8229,P0CAE8,1,339
8230,P0CAE9,1,339
8231,P0CAF0,182,345
8232,P0CAF1,174,345
8233,P0CAF2,174,345
8234,P0CAF3,271,354
8235,P0CAF4,271,354
8236,P0CAF5,271,354
8237,P0CAF6,154,319
8238,P0CAF7,154,383
8239,P0CAF8,154,342
8240,P0CAF9,154,337
8241,P0CAG0,1,145
8242,P0CAG1,1,145
8243,P0CAG2,1,145
8244,P0CAG3,1,90
8245,P0CAG3,129,410
8246,P0CAG4,1,109
8247,P0CAG4,140,412
8248,P0CAG5,1,109
8249,P0CAG5,140,412
8250,P0CAG6,1,193
8251,P0CAG6,210,345
8252,P0CAG7,1,185
8253,P0CAG7,212,345
8254,P0CAG8,1,193
8255,P0CAG8,210,347
8256,P0CAG9,1,193
8257,P0CAG9,210,347
8258,P0CAH0,1,423
8259,P0CAH1,1,423
8260,P0CAH2,1,423
8261,P0CAH3,1,448
8262,P0CAH4,1,446
8263,P0CAH5,1,255
8264,P0CAH5,266,448
8265,P0CAH6,1,255
8266,P0CAH6,266,448
8267,P0CAH7,1,276
8268,P0CAH7,300,417
8269,P0CAH8,1,101
8270,P0CAH8,117,487
8271,P0CAH9,1,101
8272,P0CAH9,117,474
8273,P0CAI0,1,155
8274,P0CAI0,196,543
8275,P0CAI1,1,193
8276,P0CAI1,220,570
8277,P0CAI2,1,206
8278,P0CAI2,220,550
8279,P0CAJ5,1,537
8280,P0CAJ5,545,718
8281,P0CAJ6,1,342
8282,P0CAJ6,545,717
8283,P0CAJ7,1,343
8284,P0CAJ7,545,717
8285,P0CAJ8,1,343
8286,P0CAJ8,545,717
8287,P0CAK3,1,79
8288,P0CAK4,1,79
8289,P0CAK5,1,79
8290,P0CAK6,1,83
8291,P0CAK7,1,83
8292,P0CAK8,1,81
8293,P0CAK9,1,81
8294,P0CAL2,1,83
8295,P0CAL3,1,83
8296,P0CAM4,1,140
8297,P0CAM5,1,129
8298,P0CAM6,1,129
8299,P0CAM7,62,228
8300,P0CAM8,1,91
8301,P0CAM8,109,184
8302,P0CAM9,1,170
8303,P0CAN0,1,172
8304,P0CAN3,1,339
8305,P0CAN4,1,339
8306,P0CAN5,1,339
8307,P0CAN9,1,143
8308,P0CAT3,1,101
8309,P0CAU7,52,139
8310,P0CAY7,1,103
8311,P0CAZ1,1,204
8312,P0CAZ3,42,129
8313,P0CAZ4,42,129
8314,P0CAZ6,42,131
8315,P0CAZ9,42,135
8316,P0CB49,640,732
8317,P0CE10,1,101
8318,P0CE17,147,243
8319,P0CE17,252,354
8320,P0CE24,1,92
8321,P0CE26,1,95
8322,P0CE28,16,93
8323,P0CE30,16,95
8324,P0CE31,16,92
8325,P0CE32,16,92
8326,P0CE33,1,92
8327,P0CE34,16,92
8328,P0CE35,16,92
8329,P0CE36,16,94
8330,P0CE41,1428,1502
8331,P0CE66,19,129
8332,P0CE67,1,100
8333,P0CE96,1,114
8334,P0CE97,1,114
8335,P0CE98,1,114
8336,P0CF17,486,581
8337,P0CF32,96,333
8338,P0CF34,1,128
8339,P0CG10,1,111
8340,P0CG10,336,540
8341,P0CG12,1,111
8342,P0CG12,380,524
8343,P0CG14,30,105
8344,P0CG14,147,256
8345,P0CG14,339,533
8346,P0CG42,85,175
8347,P0CG42,277,384
8348,P0CG43,88,178
8349,P0CG43,280,387
8350,P0CG46,15,103
8351,P0CH43,1,79
8352,P0CH61,297,385
8353,P0CH98,1,169
8354,P0CI27,39,273
8355,P0CI64,176,271
8356,P0CJ03,1,122
8357,P0CJ07,33,116
8358,P0CJ08,1,123
8359,P0CJ09,1,113
8360,P0CJ10,1,101
8361,P0CJ15,1,96
8362,P0CJ16,1,92
8363,P0CJ18,1,145
8364,P0CJ66,125,205
8365,P0CJ81,137,405
8366,P0CJ94,1,78
8367,P0CJ95,901,975
8368,P0CJ96,1,79
8369,P0CJ96,932,1038
8370,P0CJ97,1,186
8371,P0CJ98,115,299
8372,P0CJ99,1,149
8373,P0CJ99,1021,1096
8374,P0CK00,1,85
8375,P0CK04,923,1026
8376,P0CK12,1,107
8377,P0CK18,298,601
8378,P0CK18,672,825
8379,P0CK39,232,353
8380,P0CK40,232,353
8381,P0CL25,1,75
8382,P0CL26,1,75
8383,P0CL34,54,141
8384,P0CL35,54,141
8385,P0CL36,54,141
8386,P0CL37,1,140
8387,P0CL38,1,141
8388,P0CL39,1,141
8389,P0CL40,1,141
8390,P0CL41,54,141
8391,P0CL42,54,141
8392,P0CL45,1,226
8393,P0CL52,430,513
8394,P0CL61,1,76
8395,P0CL67,23,194
8396,P0CM50,563,658
8397,P0CM56,1,116
8398,P0CM57,1,116
8399,P0CN00,1,112
8400,P0CN01,1,112
8401,P0CN11,1,91
8402,P0CN62,1,129
8403,P0CN63,1,129
8404,P0CN66,417,516
8405,P0CN67,417,516
8406,P0CN80,381,459
8407,P0CN81,381,459
8408,P0CN90,535,710
8409,P0CN90,721,859
8410,P0CN91,535,710
8411,P0CN91,721,859
8412,P0CO16,92,173
8413,P0CO16,205,286
8414,P0CO16,326,422
8415,P0CO17,92,173
8416,P0CO17,205,286
8417,P0CO17,326,422
8418,P0CO26,1,159
8419,P0CO26,710,808
8420,P0CO27,1,159
8421,P0CO74,261,357
8422,P0CO75,261,357
8423,P0CO92,1,120
8424,P0CO93,1,120
8425,P0CP18,1,84
8426,P0CP18,97,296
8427,P0CP18,313,472
8428,P0CP19,1,84
8429,P0CP19,97,296
8430,P0CP19,313,472
8431,P0CP34,948,1152
8432,P0CP34,1169,1260
8433,P0CP35,948,1152
8434,P0CP35,1169,1260
8435,P0CP36,433,787
8436,P0CP37,433,787
8437,P0CP38,556,666
8438,P0CP39,556,666
8439,P0CP42,1,84
8440,P0CP43,1,84
8441,P0CP52,596,719
8442,P0CP52,779,871
8443,P0CP53,596,719
8444,P0CP53,779,871
8445,P0CP76,19,112
8446,P0CP77,19,100
8447,P0CQ04,839,970
8448,P0CQ05,839,970
8449,P0CQ20,15,91
8450,P0CQ21,15,91
8451,P0CQ90,683,772
8452,P0CQ91,683,772
8453,P0CQ92,1,104
8454,P0CQ93,1,104
8455,P0CR64,562,638
8456,P0CR65,562,638
8457,P0CS66,659,776
8458,P0CS67,659,776
8459,P0CS84,1,129
8460,P0CS85,1,129
8461,P0CS96,113,230
8462,P0CS97,103,220
8463,P0CT02,72,187
8464,P0CT03,1,89
8465,P0CT03,104,219
8466,P0CT25,37,143
8467,P0CT27,1,162
8468,P0CT33,111,293
8469,P0CT45,241,338
8470,P0CT47,46,930
8471,P0CT51,1,77
8472,P0CU25,1,162
8473,P0CU26,1,112
8474,P0CU43,29,197
8475,P0CU44,29,197
8476,P0CU45,1,93
8477,P0CU45,109,227
8478,P0CU46,1,200
8479,P0CU47,136,414
8480,P0CU48,1,93
8481,P0CU48,109,202
8482,P0CU50,1,93
8483,P0CU50,109,202
8484,P0CU51,1,79
8485,P0CU51,95,229
8486,P0CU52,1,227
8487,P0CU72,329,446
8488,P0CU77,1,252
8489,P0CU79,107,215
8490,P0CU88,1,132
8491,P0CU91,18,158
8492,P0CU93,1,268
8493,P0CU95,1,86
8494,P0CU95,152,268
8495,P0CU95,282,356
8496,P0CU95,377,457
8497,P0CU96,1,276
8498,P0CU96,290,404
8499,P0CU97,1,312
8500,P0CU99,1,95
8501,P0CV00,1,92
8502,P0CV01,1,175
8503,P0CV01,189,510
8504,P0CV03,15,146
8505,P0CV03,194,268
8506,P0CV04,1,245
8507,P0CV04,262,435
8508,P0CV05,87,189
8509,P0CV05,199,330
8510,P0CV06,1,140
8511,P0CV07,71,155
8512,P0CV08,18,280
8513,P0CV09,1,274
8514,P0CV10,1,106
8515,P0CV11,1,145
8516,P0CV13,1,149
8517,P0CV15,1,159
8518,P0CV16,1,138
8519,P0CV17,1,104
8520,P0CV18,47,128
8521,P0CV20,1,141
8522,P0CV21,1,451
8523,P0CV22,18,321
8524,P0CV24,1,101
8525,P0CV24,121,306
8526,P0CV26,1,122
8527,P0CV28,1,111
8528,P0CV29,1,160
8529,P0CV30,1,107
8530,P0CV30,126,276
8531,P0CV31,23,116
8532,P0CV32,18,110
8533,P0CV34,47,138
8534,P0CV36,1,183
8535,P0CV36,196,288
8536,P0CV36,299,444
8537,P0CV37,80,202
8538,P0CV39,1,395
8539,P0CV40,1,179
8540,P0CV40,195,369
8541,P0CV40,380,477
8542,P0CV41,1,367
8543,P0CV42,1,182
8544,P0CV42,195,522
8545,P0CV43,1,100
8546,P0CV43,144,510
8547,P0CV44,287,451
8548,P0CV45,1,255
8549,P0CV45,269,556
8550,P0CV46,21,106
8551,P0CV46,121,259
8552,P0CV46,275,447
8553,P0CV47,15,115
8554,P0CV47,134,345
8555,P0CV47,360,439
8556,P0CV48,46,281
8557,P0CV49,1,276
8558,P0CV50,44,275
8559,P0CV51,1,96
8560,P0CV53,82,193
8561,P0CV54,1,266
8562,P0CV55,21,418
8563,P0CV55,431,506
8564,P0CV56,1,81
8565,P0CV57,1,150
8566,P0CV57,166,720
8567,P0CV58,1,490
8568,P0CV59,1,118
8569,P0CV60,1,274
8570,P0CV61,53,265
8571,P0CV62,1,217
8572,P0CV63,1,270
8573,P0CV64,1,276
8574,P0CV65,1,278
8575,P0CV66,1,279
8576,P0CV67,1,275
8577,P0CV68,1,75
8578,P0CV68,88,261
8579,P0CV69,1,105
8580,P0CV70,1,111
8581,P0CV71,89,225
8582,P0CV73,119,426
8583,P0CV86,1,100
8584,P0CW18,436,603
8585,P0CW39,1,107
8586,P0CW79,1,186
8587,P0CX05,38,130
8588,P0CX18,58,203
8589,P0CX19,58,203
8590,P0CX57,165,400
8591,P0CX58,165,400
8592,P0CX59,165,400
8593,P0CX60,165,400
8594,P0CX61,115,367
8595,P0CX62,115,367
8596,P0CX63,115,367
8597,P0CX63,382,576
8598,P0CX64,115,367
8599,P0CX64,382,576
8600,P0CX65,165,400
8601,P0CX66,165,400
8602,P0CX67,165,400
8603,P0CX68,165,400
8604,P0CX69,165,400
8605,P0CX70,165,400
8606,P0CX71,165,400
8607,P0CX72,165,400
8608,P0CX73,165,400
8609,P0CX74,165,400
8610,P0CX75,165,400
8611,P0CX76,165,400
8612,P0CX88,1,97
8613,P0CX89,1,97
8614,P0CX94,54,141
8615,P0CX95,54,141
8616,P0CX96,54,141
8617,P0CX97,54,141
8618,P0CX98,54,141
8619,P0CX99,1,141
8620,P0CY00,1,141
8621,P0CY01,1,141
8622,P0CY06,1,80
8623,P0CY07,1,80
8624,P0CY23,127,246
8625,P0CY24,129,244
8626,P0CY38,49,163
8627,P0CY72,1,80
8628,P0CZ04,1,96
8629,P0CZ18,1,101
8630,P0CZ25,1,163
8631,P0DB58,1,127
8632,P0DB59,1,127
8633,P0DD36,148,227
8634,P0DD37,148,227
8635,P0DG00,268,349
8636,P0DG01,268,349
8637,P0DH62,1,91
8638,P0DH66,1,129
8639,P0DH66,262,347
8640,P0DH68,1,129
8641,P0DH72,1,101
8642,P0DH73,1,101
8643,P0DH90,473,609
8644,P0DI83,1,83
8645,P0DJ28,60,422
8646,P0DJ29,60,422
8647,P0DJ98,397,591
8648,P0DJE3,1,477
8649,P0DJE3,1223,1418
8650,P0DJE4,1,91
8651,P0DJH1,214,304
8652,P0DJI6,1,106
8653,P0DJO8,154,306
8654,P0DJX0,1,130
8655,P0DJX2,1,110
8656,P0DJX4,1,125
8657,P0DJX6,1,128
8658,P0DJX7,1,128
8659,P0DJX8,1,92
8660,P0DJY0,548,679
8661,P0DJY0,972,1151
8662,P0DJY2,1,92
8663,P0DJY6,1,122
8664,P0DJY6,133,328
8665,P0DJZ2,1,188
8666,P0DJZ9,548,677
8667,P0DJZ9,989,1168
8668,P0DJZ9,1192,1285
8669,P0DKA0,1,83
8670,P0DKA4,1,84
8671,P0DKA6,1,79
8672,P0DKA7,1,80
8673,P0DKB2,1,77
8674,P0DKG2,138,346
8675,P0DKI0,1,78
8676,P0DKI1,1,78
8677,P0DKL2,233,1059
8678,P0DKM3,1,82
8679,P0DKM5,1,95
8680,P0DKM6,1,99
8681,P0DKN9,1,114
8682,P0DKP0,1,104
8683,P0DKP2,1,103
8684,P0DKP3,1,104
8685,P0DKP4,46,127
8686,P0DKQ7,57,146
8687,P0DKR1,1,183
8688,P0DKR1,199,352
8689,P0DKY9,15,103
8690,P0DM16,1,90
8691,P0DM17,16,93
8692,P0DM18,17,96
8693,P0DM19,17,92
8694,P0DM20,17,92
8695,P0DMD8,1,86
8696,P0DME2,1,75
8697,P0DME3,1,75
8698,P0DME4,1,75
8699,P0DMR3,61,200
8700,P0DMZ3,1,79
8701,P0DMZ4,1,79
8702,P0DMZ5,1,76
8703,P0DMZ6,1,83
8704,P0DMZ7,1,84
8705,P0DMZ8,1,159
8706,P0DMZ9,1,159
8707,P0DN21,1,351
8708,P0DN22,19,130
8709,P0DN23,33,150
8710,P0DN23,162,353
8711,P0DN24,1,101
8712,P0DN44,1,87
8713,P0DN45,1,98
8714,P0DN48,19,96
8715,P0DN50,1,86
8716,P0DN53,10,99
8717,P0DN55,10,89
8718,P0DN57,1,85
8719,P0DN60,1,113
8720,P0DN61,1,77
8721,P0DN63,1,89
8722,P0DN64,1,91
8723,P0DN79,1,76
8724,P0DN88,1,95
8725,P0DO09,99,187
8726,P0DO09,869,1143
8727,P0DO23,16,320
8728,P0DO24,1,253
8729,P0DO24,326,649
8730,P0DO92,1,83
8731,P0DO93,1,89
8732,P0DO99,75,160
8733,P0DOA0,1,139
8734,P0DOA1,21,126
8735,P0DOA1,153,366
8736,P0DOB3,81,186
8737,P0DOC6,55,141
8738,P0DOC6,276,358
8739,P0DOC6,470,643
8740,P0DOC6,659,740
8741,P0DOC6,816,1119
8742,P0DOC6,1135,1389
8743,P0DOD6,1,95
8744,P0DOD8,1,90
8745,P0DOD9,1,80
8746,P0DOE0,52,214
8747,P0DOE1,49,182
8748,P0DOE3,1,181
8749,P0DOG8,1,112
8750,P0DOG9,1,98
8751,P0DOH1,1,101
8752,P0DOH2,1,101
8753,P0DOH3,1,98
8754,P0DOH6,1,112
8755,P0DOJ1,90,266
8756,P0DOJ1,282,360
8757,P0DOJ2,90,266
8758,P0DOJ2,282,360
8759,P0DOJ3,90,266
8760,P0DOJ3,282,360
8761,P0DOK2,40,395
8762,P0DOK3,1,278
8763,P0DOK3,289,384
8764,P0DOK4,21,263
8765,P0DOK4,394,488
8766,P0DON9,460,637
8767,P0DOO0,460,637
8768,P0DOO5,23,164
8769,P0DOO5,857,1005
8770,P0DOO6,23,164
8771,P0DOO6,857,1005
8772,P0DOS7,1,207
8773,P0DOS8,1,207
8774,P0DOW4,163,255
8775,P0DOW8,1,81
8776,P0DOW9,1,84
8777,P0DOY1,1,75
8778,P0DOY1,94,183
8779,P0DP71,1,79
8780,P0DP72,53,154
